"","no","speciesID","species","combination","temp","rep","sampling","cellVolume"
"1230",416,"DityCux","quattro","ADGR","fluct",2,15,12377274.5223619
"1231",99,"DityCux","mono","D","inc+fluc",3,15,33153413.8991836
"1232",212,"DityCux","duo","DR","fluct",2,6,27627844.9159863
"1233",327,"DityCux","duo","DG","inc+fluc",3,3,160904568.790704
"1234",409,"DityCux","quattro","ADGT","fluct",1,6,53045462.2386937
"1235",271,"DityCux","duo","DR","inc",1,12,7735796.57647616
"1236",440,"DityCux","quattro","ADGT","inc",2,15,30943186.3059047
"1237",69,"DityCux","mono","D","inc",3,6,194500028.208544
"1238",158,"DityCux","duo","DT","CS",2,15,136150019.74598
"1239",159,"DityCux","duo","DT","CS",3,15,84872739.5819099
"1240",327,"DityCux","duo","DG","inc+fluc",3,1,10609092.4477387
"1241",471,"DityCux","quattro","ADGT","inc+fluc",3,6,148527294.268342
"1242",122,"DityCux","duo","AD","CS",2,15,49509098.0894474
"1243",481,"DityCux","MIX","ADGRT","CS",1,12,3094318.63059047
"1244",213,"DityCux","duo","DR","fluct",3,3,15471593.1529523
"1245",423,"DityCux","quattro","DGRT","inc",3,15,3094318.63059047
"1246",445,"DityCux","quattro","ADGR","inc",1,15,64980691.2423998
"1247",333,"DityCux","duo","DR","inc+fluc",3,1,3978409.66790203
"1248",121,"DityCux","duo","AD","CS",1,12,24754549.0447237
"1249",417,"DityCux","quattro","ADGR","fluct",3,9,47740916.0148243
"1250",217,"DityCux","duo","DT","fluct",1,1,6630682.77983671
"1251",494,"DityCux","MIX","ADGRT","inc",2,6,19892048.3395101
"1252",446,"DityCux","quattro","ADGR","inc",2,15,40226142.197676
"1253",380,"DityCux","quattro","ADGT","CS",2,9,17239775.2275755
"1254",339,"DityCux","duo","DT","inc+fluc",3,1,1326136.55596734
"1255",488,"DityCux","MIX","ADGRT","fluct",2,15,12377274.5223619
"1256",97,"DityCux","mono","D","inc+fluc",1,3,44204551.8655781
"1257",243,"DityCux","duo","AD","inc",3,9,49730120.8487753
"1258",386,"DityCux","quattro","ADGR","CS",2,12,86640921.656533
"1259",445,"DityCux","quattro","ADGR","inc",1,9,18786934.5428707
"1260",489,"DityCux","MIX","ADGRT","fluct",3,15,9282955.8917714
"1261",241,"DityCux","duo","AD","inc",1,6,100786378.253518
"1262",121,"DityCux","duo","AD","CS",1,6,457959157.327389
"1263",379,"DityCux","quattro","ADGT","CS",1,3,49509098.0894474
"1264",487,"DityCux","MIX","ADGRT","fluct",1,9,53045462.2386937
"1265",243,"DityCux","duo","AD","inc",3,6,95481832.0296486
"1266",123,"DityCux","duo","AD","CS",3,6,259922764.969599
"1267",146,"DityCux","duo","DG","CS",2,15,137918201.820604
"1268",417,"DityCux","quattro","ADGR","fluct",3,1,15471593.1529523
"1269",241,"DityCux","duo","AD","inc",1,3,86640921.656533
"1270",151,"DityCux","duo","DR","CS",1,15,53045462.2386937
"1271",122,"DityCux","duo","AD","CS",2,3,99018196.1788949
"1272",423,"DityCux","quattro","DGRT","inc",3,3,27848867.6753142
"1273",374,"DityCux","quattro","ADRT","CS",2,12,12377274.5223619
"1274",379,"DityCux","quattro","ADGT","CS",1,15,15471593.1529523
"1275",213,"DityCux","duo","DR","fluct",3,6,20997162.1361496
"1276",385,"DityCux","quattro","ADGR","CS",1,3,71169328.5035807
"1277",375,"DityCux","quattro","ADRT","CS",3,12,12377274.5223619
"1278",416,"DityCux","quattro","ADGR","fluct",2,12,99018196.1788949
"1279",7,"DityCux","mono","D","CS",1,9,165767069.495918
"1280",267,"DityCux","duo","DG","inc",3,9,433204608.282665
"1281",483,"DityCux","MIX","ADGRT","CS",3,1,46414779.458857
"1282",379,"DityCux","quattro","ADGT","CS",1,12,123772745.223619
"1283",495,"DityCux","MIX","ADGRT","inc",3,12,24754549.0447237
"1284",494,"DityCux","MIX","ADGRT","inc",2,9,48625007.0521359
"1285",487,"DityCux","MIX","ADGRT","fluct",1,1,12377274.5223619
"1286",453,"DityCux","quattro","DGRT","inc+fluc",3,6,15471593.1529523
"1287",441,"DityCux","quattro","ADGT","inc",3,12,8840910.37311562
"1288",277,"DityCux","duo","DT","inc",1,9,92829558.917714
"1289",493,"DityCux","MIX","ADGRT","inc",1,6,17681820.7462312
"1290",381,"DityCux","quattro","ADGT","CS",3,12,99018196.1788949
"1291",487,"DityCux","MIX","ADGRT","fluct",1,15,3094318.63059047
"1292",327,"DityCux","duo","DG","inc+fluc",3,12,362477325.29774
"1293",7,"DityCux","mono","D","CS",1,3,61886372.6118093
"1294",374,"DityCux","quattro","ADRT","CS",2,3,55697735.3506284
"1295",447,"DityCux","quattro","ADGR","inc",3,15,64980691.2423998
"1296",379,"DityCux","quattro","ADGT","CS",1,6,74263647.1341712
"1297",451,"DityCux","quattro","DGRT","inc+fluc",1,15,19450002.8208544
"1298",218,"DityCux","duo","DT","fluct",2,15,131287519.040767
"1299",333,"DityCux","duo","DR","inc+fluc",3,12,16576706.9495918
"1300",159,"DityCux","duo","DT","CS",3,6,44204551.8655781
"1301",452,"DityCux","quattro","DGRT","inc+fluc",2,15,6188637.26118093
"1302",302,"DityCux","duo","AD","inc+fluc",2,15,80673307.15468
"1303",38,"DityCux","mono","D","fluct",2,6,380159146.043971
"1304",157,"DityCux","duo","DT","CS",1,3,61886372.6118093
"1305",386,"DityCux","quattro","ADGR","CS",2,9,13261365.5596734
"1306",8,"DityCux","mono","D","CS",2,15,183890935.760805
"1307",415,"DityCux","quattro","ADGR","fluct",1,15,12377274.5223619
"1308",159,"DityCux","duo","DT","CS",3,3,136150019.74598
"1309",452,"DityCux","quattro","DGRT","inc+fluc",2,12,3094318.63059047
"1310",441,"DityCux","quattro","ADGT","inc",3,3,52603416.7200379
"1311",277,"DityCux","duo","DT","inc",1,1,6630682.77983671
"1312",147,"DityCux","duo","DG","CS",3,15,148527294.268342
"1313",494,"DityCux","MIX","ADGRT","inc",2,15,21660230.4141333
"1314",477,"DityCux","quattro","ADGR","inc+fluc",3,15,43320460.8282665
"1315",146,"DityCux","duo","DG","CS",2,12,169745479.16382
"1316",241,"DityCux","duo","AD","inc",1,1,12377274.5223619
"1317",381,"DityCux","quattro","ADGT","CS",3,1,30943186.3059047
"1318",373,"DityCux","quattro","ADRT","CS",1,9,13261365.5596734
"1319",211,"DityCux","duo","DR","fluct",1,3,11051137.9663945
"1320",500,"DityCux","MIX","ADGRT","inc+fluc",2,1,9282955.8917714
"1321",434,"DityCux","quattro","ADRT","inc",2,9,30943186.3059047
"1322",121,"DityCux","duo","AD","CS",1,15,123772745.223619
"1323",325,"DityCux","duo","DG","inc+fluc",1,15,67411941.5950066
"1324",446,"DityCux","quattro","ADGR","inc",2,1,18565911.7835428
"1325",391,"DityCux","quattro","DGRT","fluct",1,3,18565911.7835428
"1326",123,"DityCux","duo","AD","CS",3,15,37131823.5670856
"1327",206,"DityCux","duo","DG","fluct",2,15,141454565.96985
"1328",327,"DityCux","duo","DG","inc+fluc",3,15,75147738.1714827
"1329",331,"DityCux","duo","DR","inc+fluc",1,15,21660230.4141333
"1330",211,"DityCux","duo","DR","fluct",1,15,0
"1331",387,"DityCux","quattro","ADGR","CS",3,1,15471593.1529523
"1332",435,"DityCux","quattro","ADRT","inc",3,6,48625007.0521359
"1333",453,"DityCux","quattro","DGRT","inc+fluc",3,3,55697735.3506284
"1334",9,"DityCux","mono","D","CS",3,3,97250014.1042718
"1335",301,"DityCux","duo","AD","inc+fluc",1,1,12377274.5223619
"1336",470,"DityCux","quattro","ADGT","inc+fluc",2,15,27848867.6753142
"1337",405,"DityCux","quattro","ADRT","fluct",3,12,12377274.5223619
"1338",481,"DityCux","MIX","ADGRT","CS",1,6,29838072.5092652
"1339",338,"DityCux","duo","DT","inc+fluc",2,15,24754549.0447237
"1340",327,"DityCux","duo","DG","inc+fluc",3,9,225443214.514448
"1341",37,"DityCux","mono","D","fluct",1,6,269647766.380026
"1342",409,"DityCux","quattro","ADGT","fluct",1,12,185659117.835428
"1343",273,"DityCux","duo","DR","inc",3,3,123772745.223619
"1344",471,"DityCux","quattro","ADGT","inc+fluc",3,15,40226142.197676
"1345",242,"DityCux","duo","AD","inc",2,6,68959100.9103018
"1346",475,"DityCux","quattro","ADGR","inc+fluc",1,15,24754549.0447237
"1347",434,"DityCux","quattro","ADRT","inc",2,15,12377274.5223619
"1348",483,"DityCux","MIX","ADGRT","CS",3,6,13261365.5596734
"1349",37,"DityCux","mono","D","fluct",1,3,61886372.6118093
"1350",465,"DityCux","quattro","ADRT","inc+fluc",3,6,17681820.7462312
"1351",411,"DityCux","quattro","ADGT","fluct",3,12,49509098.0894474
"1352",453,"DityCux","quattro","DGRT","inc+fluc",3,12,3094318.63059047
"1353",446,"DityCux","quattro","ADGR","inc",2,6,53045462.2386937
"1354",273,"DityCux","duo","DR","inc",3,15,6188637.26118093
"1355",415,"DityCux","quattro","ADGR","fluct",1,12,49509098.0894474
"1356",206,"DityCux","duo","DG","fluct",2,3,346563686.626132
"1357",495,"DityCux","MIX","ADGRT","inc",3,15,12377274.5223619
"1358",387,"DityCux","quattro","ADGR","CS",3,6,110511379.663945
"1359",279,"DityCux","duo","DT","inc",3,15,24754549.0447237
"1360",439,"DityCux","quattro","ADGT","inc",1,12,48625007.0521359
"1361",393,"DityCux","quattro","DGRT","fluct",3,9,7735796.57647616
"1362",153,"DityCux","duo","DR","CS",3,12,6188637.26118093
"1363",409,"DityCux","quattro","ADGT","fluct",1,3,53045462.2386937
"1364",417,"DityCux","quattro","ADGR","fluct",3,12,222790941.402514
"1365",157,"DityCux","duo","DT","CS",1,12,24754549.0447237
"1366",375,"DityCux","quattro","ADRT","CS",3,9,18565911.7835428
"1367",387,"DityCux","quattro","ADGR","CS",3,3,102112514.809485
"1368",363,"DityCux","quattro","DGRT","CS",3,15,12377274.5223619
"1369",482,"DityCux","MIX","ADGRT","CS",2,12,3094318.63059047
"1370",499,"DityCux","MIX","ADGRT","inc+fluc",1,12,12377274.5223619
"1371",493,"DityCux","MIX","ADGRT","inc",1,1,15471593.1529523
"1372",207,"DityCux","duo","DG","fluct",3,15,123772745.223619
"1373",277,"DityCux","duo","DT","inc",1,3,136150019.74598
"1374",445,"DityCux","quattro","ADGR","inc",1,12,44204551.8655781
"1375",385,"DityCux","quattro","ADGR","CS",1,12,136150019.74598
"1376",39,"DityCux","mono","D","fluct",3,9,77357965.7647616
"1377",465,"DityCux","quattro","ADRT","inc+fluc",3,12,61886372.6118093
"1378",381,"DityCux","quattro","ADGT","CS",3,9,23870458.0074122
"1379",362,"DityCux","quattro","DGRT","CS",2,9,5525568.98319726
"1380",469,"DityCux","quattro","ADGT","inc+fluc",1,12,210413666.880152
"1381",477,"DityCux","quattro","ADGR","inc+fluc",3,3,30943186.3059047
"1382",363,"DityCux","quattro","DGRT","CS",3,9,4420455.18655781
"1383",410,"DityCux","quattro","ADGT","fluct",2,15,43320460.8282665
"1384",392,"DityCux","quattro","DGRT","fluct",2,9,9946024.16975507
"1385",381,"DityCux","quattro","ADGT","CS",3,6,63654554.6864324
"1386",482,"DityCux","MIX","ADGRT","CS",2,1,9282955.8917714
"1387",481,"DityCux","MIX","ADGRT","CS",1,15,6188637.26118093
"1388",464,"DityCux","quattro","ADRT","inc+fluc",2,6,44204551.8655781
"1389",243,"DityCux","duo","AD","inc",3,1,3978409.66790203
"1390",267,"DityCux","duo","DG","inc",3,15,69622169.1882855
"1391",373,"DityCux","quattro","ADRT","CS",1,12,12377274.5223619
"1392",493,"DityCux","MIX","ADGRT","inc",1,9,66306827.7983671
"1393",464,"DityCux","quattro","ADRT","inc+fluc",2,15,3094318.63059047
"1394",278,"DityCux","duo","DT","inc",2,12,24754549.0447237
"1395",487,"DityCux","MIX","ADGRT","fluct",1,6,18786934.5428707
"1396",493,"DityCux","MIX","ADGRT","inc",1,12,3094318.63059047
"1397",37,"DityCux","mono","D","fluct",1,12,86640921.656533
"1398",153,"DityCux","duo","DR","CS",3,15,136150019.74598
"1399",385,"DityCux","quattro","ADGR","CS",1,9,25196594.5633795
"1400",67,"DityCux","mono","D","inc",1,1,1768182.07462312
"1401",487,"DityCux","MIX","ADGRT","fluct",1,3,27848867.6753142
"1402",37,"DityCux","mono","D","fluct",1,9,86198876.1378773
"1403",147,"DityCux","duo","DG","CS",3,9,305011407.872489
"1404",301,"DityCux","duo","AD","inc+fluc",1,6,66306827.7983671
"1405",38,"DityCux","mono","D","fluct",2,9,87303989.9345167
"1406",387,"DityCux","quattro","ADGR","CS",3,15,6188637.26118093
"1407",404,"DityCux","quattro","ADRT","fluct",2,12,12377274.5223619
"1408",385,"DityCux","quattro","ADGR","CS",1,15,3094318.63059047
"1409",267,"DityCux","duo","DG","inc",3,6,119352290.037061
"1410",9,"DityCux","mono","D","CS",3,6,172397752.275755
"1411",471,"DityCux","quattro","ADGT","inc+fluc",3,9,66306827.7983671
"1412",434,"DityCux","quattro","ADRT","inc",2,12,49509098.0894474
"1413",213,"DityCux","duo","DR","fluct",3,15,7956819.33580405
"1414",206,"DityCux","duo","DG","fluct",2,12,594109177.073369
"1415",489,"DityCux","MIX","ADGRT","fluct",3,9,35363641.4924625
"1416",409,"DityCux","quattro","ADGT","fluct",1,15,30943186.3059047
"1417",464,"DityCux","quattro","ADRT","inc+fluc",2,9,15471593.1529523
"1418",97,"DityCux","mono","D","inc+fluc",1,15,27627844.9159863
"1419",68,"DityCux","mono","D","inc",2,15,50835234.6454148
"1420",303,"DityCux","duo","AD","inc+fluc",3,3,123772745.223619
"1421",380,"DityCux","quattro","ADGT","CS",2,12,111395470.701257
"1422",152,"DityCux","duo","DR","CS",2,3,14366479.3563129
"1423",303,"DityCux","duo","AD","inc+fluc",3,1,3978409.66790203
"1424",415,"DityCux","quattro","ADGR","fluct",1,6,30943186.3059047
"1425",37,"DityCux","mono","D","fluct",1,15,83988648.5445983
"1426",471,"DityCux","quattro","ADGT","inc+fluc",3,12,99018196.1788949
"1427",494,"DityCux","MIX","ADGRT","inc",2,12,24754549.0447237
"1428",435,"DityCux","quattro","ADRT","inc",3,12,9282955.8917714
"1429",380,"DityCux","quattro","ADGT","CS",2,15,15471593.1529523
"1430",464,"DityCux","quattro","ADRT","inc+fluc",2,12,86640921.656533
"1431",242,"DityCux","duo","AD","inc",2,15,77357965.7647616
"1432",489,"DityCux","MIX","ADGRT","fluct",3,12,3094318.63059047
"1433",219,"DityCux","duo","DT","fluct",3,15,27848867.6753142
"1434",182,"DityCux","duo","AD","fluct",2,3,111395470.701257
"1435",205,"DityCux","duo","DG","fluct",1,15,101670469.29083
"1436",333,"DityCux","duo","DR","inc+fluc",3,15,6188637.26118093
"1437",374,"DityCux","quattro","ADRT","CS",2,9,22986366.9701006
"1438",441,"DityCux","quattro","ADGT","inc",3,15,40226142.197676
"1439",182,"DityCux","duo","AD","fluct",2,1,15913638.6716081
"1440",278,"DityCux","duo","DT","inc",2,15,24754549.0447237
"1441",103,"Guido","mono","G","inc+fluc",1,6,14444154.9604443
"1442",380,"Guido","quattro","ADGT","CS",2,3,9629436.64029617
"1443",105,"Guido","mono","G","inc+fluc",3,1,52961901.5216289
"1444",469,"Guido","quattro","ADGT","inc+fluc",1,3,14444154.9604443
"1445",429,"Guido","quattro","AGRT","inc",3,9,4814718.32014809
"1446",188,"Guido","duo","AG","fluct",2,12,4814718.32014809
"1447",501,"Guido","MIX","ADGRT","inc+fluc",3,6,14444154.9604443
"1448",248,"Guido","duo","AG","inc",2,12,4814718.32014809
"1449",349,"Guido","duo","GT","inc+fluc",1,15,0
"1450",409,"Guido","quattro","ADGT","fluct",1,15,34046936.6924757
"1451",475,"Guido","quattro","ADGR","inc+fluc",1,3,4814718.32014809
"1452",494,"Guido","MIX","ADGRT","inc",2,1,4814718.32014809
"1453",169,"Guido","duo","GT","CS",1,12,33015211.3381583
"1454",224,"Guido","duo","GR","fluct",2,12,4814718.32014809
"1455",451,"Guido","quattro","DGRT","inc+fluc",1,9,4814718.32014809
"1456",225,"Guido","duo","GR","fluct",3,3,4814718.32014809
"1457",285,"Guido","duo","GR","inc",3,3,9629436.64029617
"1458",500,"Guido","MIX","ADGRT","inc+fluc",2,3,4814718.32014809
"1459",103,"Guido","mono","G","inc+fluc",1,3,48147183.2014809
"1460",410,"Guido","quattro","ADGT","fluct",2,3,14444154.9604443
"1461",43,"Guido","mono","G","fluct",1,1,24073591.6007404
"1462",231,"Guido","duo","GT","fluct",3,12,14444154.9604443
"1463",73,"Guido","mono","G","inc",1,12,34390845.1439149
"1464",362,"Guido","quattro","DGRT","CS",2,15,0
"1465",397,"Guido","quattro","AGRT","fluct",1,1,4814718.32014809
"1466",73,"Guido","mono","G","inc",1,1,24073591.6007404
"1467",127,"Guido","duo","AG","CS",1,12,4814718.32014809
"1468",500,"Guido","MIX","ADGRT","inc+fluc",2,6,9629436.64029617
"1469",471,"Guido","quattro","ADGT","inc+fluc",3,1,14444154.9604443
"1470",439,"Guido","quattro","ADGT","inc",1,1,19258873.2805923
"1471",229,"Guido","duo","GT","fluct",1,12,33703028.2410366
"1472",399,"Guido","quattro","AGRT","fluct",3,1,4814718.32014809
"1473",145,"Guido","duo","DG","CS",1,1,2063450.70863489
"1474",205,"Guido","duo","DG","fluct",1,3,9629436.64029617
"1475",283,"Guido","duo","GR","inc",1,1,2063450.70863489
"1476",409,"Guido","quattro","ADGT","fluct",1,1,19258873.2805923
"1477",489,"Guido","MIX","ADGRT","fluct",3,3,4814718.32014809
"1478",285,"Guido","duo","GR","inc",3,1,2063450.70863489
"1479",284,"Guido","duo","GR","inc",2,1,2063450.70863489
"1480",229,"Guido","duo","GT","fluct",1,15,147536725.667395
"1481",188,"Guido","duo","AG","fluct",2,9,14444154.9604443
"1482",351,"Guido","duo","GT","inc+fluc",3,15,0
"1483",452,"Guido","quattro","DGRT","inc+fluc",2,6,4814718.32014809
"1484",74,"Guido","mono","G","inc",2,3,19258873.2805923
"1485",343,"Guido","duo","GR","inc+fluc",1,3,4814718.32014809
"1486",164,"Guido","duo","GR","CS",2,3,14444154.9604443
"1487",169,"Guido","duo","GT","CS",1,15,91479648.0828136
"1488",103,"Guido","mono","G","inc+fluc",1,9,6190352.12590468
"1489",417,"Guido","quattro","ADGR","fluct",3,3,9629436.64029617
"1490",429,"Guido","quattro","AGRT","inc",3,12,4814718.32014809
"1491",476,"Guido","quattro","ADGR","inc+fluc",2,6,4814718.32014809
"1492",45,"Guido","mono","G","fluct",3,12,52961901.5216289
"1493",345,"Guido","duo","GR","inc+fluc",3,3,9629436.64029617
"1494",104,"Guido","mono","G","inc+fluc",2,1,77035493.1223694
"1495",422,"Guido","quattro","DGRT","inc",2,9,9629436.64029617
"1496",291,"Guido","duo","GT","inc",3,12,18571056.377714
"1497",350,"Guido","duo","GT","inc+fluc",2,3,4814718.32014809
"1498",349,"Guido","duo","GT","inc+fluc",1,12,4814718.32014809
"1499",363,"Guido","quattro","DGRT","CS",3,15,0
"1500",411,"Guido","quattro","ADGT","fluct",3,1,14444154.9604443
"1501",380,"Guido","quattro","ADGT","CS",2,6,4814718.32014809
"1502",351,"Guido","duo","GT","inc+fluc",3,12,4814718.32014809
"1503",291,"Guido","duo","GT","inc",3,15,79442852.2824434
"1504",451,"Guido","quattro","DGRT","inc+fluc",1,12,4814718.32014809
"1505",188,"Guido","duo","AG","fluct",2,1,2063450.70863489
"1506",459,"Guido","quattro","AGRT","inc+fluc",3,3,4814718.32014809
"1507",129,"Guido","duo","AG","CS",3,9,4814718.32014809
"1508",267,"Guido","duo","DG","inc",3,15,0
"1509",428,"Guido","quattro","AGRT","inc",2,9,4814718.32014809
"1510",127,"Guido","duo","AG","CS",1,6,14444154.9604443
"1511",189,"Guido","duo","AG","fluct",3,9,4814718.32014809
"1512",422,"Guido","quattro","DGRT","inc",2,3,4814718.32014809
"1513",417,"Guido","quattro","ADGR","fluct",3,15,0
"1514",129,"Guido","duo","AG","CS",3,6,9629436.64029617
"1515",445,"Guido","quattro","ADGR","inc",1,3,9629436.64029617
"1516",409,"Guido","quattro","ADGT","fluct",1,12,4814718.32014809
"1517",224,"Guido","duo","GR","fluct",2,9,19258873.2805923
"1518",207,"Guido","duo","DG","fluct",3,3,19258873.2805923
"1519",470,"Guido","quattro","ADGT","inc+fluc",2,6,4814718.32014809
"1520",410,"Guido","quattro","ADGT","fluct",2,6,24073591.6007404
"1521",343,"Guido","duo","GR","inc+fluc",1,6,4814718.32014809
"1522",457,"Guido","quattro","AGRT","inc+fluc",1,9,1719542.25719574
"1523",206,"Guido","duo","DG","fluct",2,1,2063450.70863489
"1524",284,"Guido","duo","GR","inc",2,3,4814718.32014809
"1525",470,"Guido","quattro","ADGT","inc+fluc",2,3,4814718.32014809
"1526",489,"Guido","MIX","ADGRT","fluct",3,6,19258873.2805923
"1527",73,"Guido","mono","G","inc",1,3,28888309.9208885
"1528",289,"Guido","duo","GT","inc",1,15,56744894.4874596
"1529",380,"Guido","quattro","ADGT","CS",2,1,4814718.32014809
"1530",14,"Guido","mono","G","CS",2,6,43332464.8813328
"1531",267,"Guido","duo","DG","inc",3,6,4814718.32014809
"1532",367,"Guido","quattro","AGRT","CS",1,15,0
"1533",171,"Guido","duo","GT","CS",3,15,72220774.8022213
"1534",289,"Guido","duo","GT","inc",1,12,22697957.7949838
"1535",247,"Guido","duo","AG","inc",1,12,4814718.32014809
"1536",410,"Guido","quattro","ADGT","fluct",2,1,4814718.32014809
"1537",379,"Guido","quattro","ADGT","CS",1,6,10317253.5431745
"1538",423,"Guido","quattro","DGRT","inc",3,9,38517746.5611847
"1539",247,"Guido","duo","AG","inc",1,9,4814718.32014809
"1540",171,"Guido","duo","GT","CS",3,12,125182676.32385
"1541",487,"Guido","MIX","ADGRT","fluct",1,12,62591338.1619251
"1542",225,"Guido","duo","GR","fluct",3,1,2063450.70863489
"1543",248,"Guido","duo","AG","inc",2,9,4814718.32014809
"1544",415,"Guido","quattro","ADGR","fluct",1,1,9629436.64029617
"1545",128,"Guido","duo","AG","CS",2,9,4814718.32014809
"1546",147,"Guido","duo","DG","CS",3,1,2063450.70863489
"1547",165,"Guido","duo","GR","CS",3,6,14444154.9604443
"1548",440,"Guido","quattro","ADGT","inc",2,3,4814718.32014809
"1549",171,"Guido","duo","GT","CS",3,9,86664929.7626655
"1550",14,"Guido","mono","G","CS",2,15,103172535.431745
"1551",169,"Guido","duo","GT","CS",1,6,9629436.64029617
"1552",15,"Guido","mono","G","CS",3,15,109362887.557649
