"","no","temp","nut","species","rep","V_ml","magn","plate","Alg","speciesID","GF","counts","sampling","A1","A2","A3","A4","A5","At_mm","Afield","cells_ml"
"1702",311,"inc+fluc","HI","duo",2,0.5,20,NA,"A2","Guido",NA,NA,3,"A","G",NA,NA,NA,78,0.25,NA
"1703",312,"inc+fluc","HI","duo",3,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","G",NA,NA,NA,78,0.0625,NA
"1704",312,"inc+fluc","HI","duo",3,0.5,20,NA,"A2","Guido",NA,NA,3,"A","G",NA,NA,NA,78,0.25,NA
"1705",313,"inc+fluc","Low","duo",1,0.5,40,28,"A1","Asterio",5,24,3,"A","R",NA,NA,NA,78,0.0625,74880
"1706",313,"inc+fluc","Low","duo",1,0.5,10,28,"A2","Rhizo",14,14,3,"A","R",NA,NA,NA,78,1,7644
"1707",314,"inc+fluc","Low","duo",2,0.5,40,28,"A1","Asterio",5,12,3,"A","R",NA,NA,NA,78,0.0625,37440
"1708",314,"inc+fluc","Low","duo",2,0.5,10,28,"A2","Rhizo",14,7,3,"A","R",NA,NA,NA,78,1,3822
"1709",315,"inc+fluc","Low","duo",3,0.5,40,28,"A1","Asterio",5,4,3,"A","R",NA,NA,NA,78,0.0625,12480
"1710",315,"inc+fluc","Low","duo",3,0.5,10,28,"A2","Rhizo",14,2,3,"A","R",NA,NA,NA,78,1,1092
"1711",316,"inc+fluc","HI","duo",1,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","R",NA,NA,NA,78,0.0625,NA
"1712",316,"inc+fluc","HI","duo",1,0.5,10,NA,"A2","Rhizo",NA,NA,3,"A","R",NA,NA,NA,78,1,NA
"1713",317,"inc+fluc","HI","duo",2,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","R",NA,NA,NA,78,0.0625,NA
"1714",317,"inc+fluc","HI","duo",2,0.5,10,NA,"A2","Rhizo",NA,NA,3,"A","R",NA,NA,NA,78,1,NA
"1715",318,"inc+fluc","HI","duo",3,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","R",NA,NA,NA,78,0.0625,NA
"1716",318,"inc+fluc","HI","duo",3,0.5,10,NA,"A2","Rhizo",NA,NA,3,"A","R",NA,NA,NA,78,1,NA
"1717",319,"inc+fluc","Low","duo",1,0.5,40,28,"A1","Asterio",5,32,3,"A","T",NA,NA,NA,78,0.0625,99840
"1718",319,"inc+fluc","Low","duo",1,0.5,20,28,"A2","ThalaCux",14,25,3,"A","T",NA,NA,NA,78,0.25,54600
"1719",320,"inc+fluc","Low","duo",2,0.5,40,28,"A1","Asterio",5,23,3,"A","T",NA,NA,NA,78,0.0625,71760
"1720",320,"inc+fluc","Low","duo",2,0.5,20,28,"A2","ThalaCux",6,27,3,"A","T",NA,NA,NA,78,0.25,25272
"1721",321,"inc+fluc","Low","duo",3,0.5,40,28,"A1","Asterio",5,10,3,"A","T",NA,NA,NA,78,0.0625,31200
"1722",321,"inc+fluc","Low","duo",3,0.5,20,28,"A2","ThalaCux",6,12,3,"A","T",NA,NA,NA,78,0.25,11232
"1723",322,"inc+fluc","HI","duo",1,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","T",NA,NA,NA,78,0.0625,NA
"1724",322,"inc+fluc","HI","duo",1,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"A","T",NA,NA,NA,78,0.25,NA
"1725",323,"inc+fluc","HI","duo",2,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","T",NA,NA,NA,78,0.0625,NA
"1726",323,"inc+fluc","HI","duo",2,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"A","T",NA,NA,NA,78,0.25,NA
"1727",324,"inc+fluc","HI","duo",3,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","T",NA,NA,NA,78,0.0625,NA
"1728",324,"inc+fluc","HI","duo",3,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"A","T",NA,NA,NA,78,0.25,NA
"1729",325,"inc+fluc","Low","duo",1,0.5,20,28,"A1","DityCux",14,8,3,"D","G",NA,NA,NA,78,0.25,17472
"1730",325,"inc+fluc","Low","duo",1,0.5,20,28,"A2","Guido",14,1,3,"D","G",NA,NA,NA,78,0.25,2184
"1731",326,"inc+fluc","Low","duo",2,0.5,20,28,"A1","DityCux",14,11,3,"D","G",NA,NA,NA,78,0.25,24024
"1732",326,"inc+fluc","Low","duo",2,0.5,20,28,"A2","Guido",14,2,3,"D","G",NA,NA,NA,78,0.25,4368
"1733",327,"inc+fluc","Low","duo",3,0.5,20,28,"A1","DityCux",14,13,3,"D","G",NA,NA,NA,78,0.25,28392
"1734",327,"inc+fluc","Low","duo",3,0.5,20,28,"A2","Guido",14,3,3,"D","G",NA,NA,NA,78,0.25,6552
"1735",328,"inc+fluc","HI","duo",1,0.5,20,NA,"A1","DityCux",NA,NA,3,"D","G",NA,NA,NA,78,0.25,NA
"1736",328,"inc+fluc","HI","duo",1,0.5,20,NA,"A2","Guido",NA,NA,3,"D","G",NA,NA,NA,78,0.25,NA
"1737",329,"inc+fluc","HI","duo",2,0.5,20,NA,"A1","DityCux",NA,NA,3,"D","G",NA,NA,NA,78,0.25,NA
"1738",329,"inc+fluc","HI","duo",2,0.5,20,NA,"A2","Guido",NA,NA,3,"D","G",NA,NA,NA,78,0.25,NA
"1739",330,"inc+fluc","HI","duo",3,0.5,20,NA,"A1","DityCux",NA,NA,3,"D","G",NA,NA,NA,78,0.25,NA
"1740",330,"inc+fluc","HI","duo",3,0.5,20,NA,"A2","Guido",NA,NA,3,"D","G",NA,NA,NA,78,0.25,NA
"1741",331,"inc+fluc","Low","duo",1,0.5,20,29,"A1","DityCux",14,11,3,"D","R",NA,NA,NA,78,0.25,24024
"1742",331,"inc+fluc","Low","duo",1,0.5,10,29,"A2","Rhizo",14,3,3,"D","R",NA,NA,NA,78,1,1638
"1743",332,"inc+fluc","Low","duo",2,0.5,20,29,"A1","DityCux",14,11,3,"D","R",NA,NA,NA,78,0.25,24024
"1744",332,"inc+fluc","Low","duo",2,0.5,10,29,"A2","Rhizo",14,5,3,"D","R",NA,NA,NA,78,1,2730
"1745",333,"inc+fluc","Low","duo",3,0.5,20,29,"A1","DityCux",14,6,3,"D","R",NA,NA,NA,78,0.25,13104
"1746",333,"inc+fluc","Low","duo",3,0.5,10,29,"A2","Rhizo",14,4,3,"D","R",NA,NA,NA,78,1,2184
"1747",334,"inc+fluc","HI","duo",1,0.5,10,NA,"A1","DityCux",NA,NA,3,"D","R",NA,NA,NA,78,1,NA
"1748",334,"inc+fluc","HI","duo",1,0.5,10,NA,"A2","Rhizo",NA,NA,3,"D","R",NA,NA,NA,78,1,NA
"1749",335,"inc+fluc","HI","duo",2,0.5,10,NA,"A1","DityCux",NA,NA,3,"D","R",NA,NA,NA,78,1,NA
"1750",335,"inc+fluc","HI","duo",2,0.5,10,NA,"A2","Rhizo",NA,NA,3,"D","R",NA,NA,NA,78,1,NA
"1751",336,"inc+fluc","HI","duo",3,0.5,10,NA,"A1","DityCux",NA,NA,3,"D","R",NA,NA,NA,78,1,NA
"1752",336,"inc+fluc","HI","duo",3,0.5,10,NA,"A2","Rhizo",NA,NA,3,"D","R",NA,NA,NA,78,1,NA
"1753",337,"inc+fluc","Low","duo",1,0.5,20,29,"A1","DityCux",14,19,3,"D","T",NA,NA,NA,78,0.25,41496
"1754",337,"inc+fluc","Low","duo",1,0.5,20,29,"A2","ThalaCux",14,29,3,"D","T",NA,NA,NA,78,0.25,63336
"1755",338,"inc+fluc","Low","duo",2,0.5,20,29,"A1","DityCux",14,11,3,"D","T",NA,NA,NA,78,0.25,24024
"1756",338,"inc+fluc","Low","duo",2,0.5,20,29,"A2","ThalaCux",14,20,3,"D","T",NA,NA,NA,78,0.25,43680
"1757",339,"inc+fluc","Low","duo",3,0.5,20,29,"A1","DityCux",14,16,3,"D","T",NA,NA,NA,78,0.25,34944
"1758",339,"inc+fluc","Low","duo",3,0.5,20,29,"A2","ThalaCux",14,17,3,"D","T",NA,NA,NA,78,0.25,37128
"1759",340,"inc+fluc","HI","duo",1,0.5,20,NA,"A1","DityCux",NA,NA,3,"D","T",NA,NA,NA,78,0.25,NA
"1760",340,"inc+fluc","HI","duo",1,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"D","T",NA,NA,NA,78,0.25,NA
"1761",341,"inc+fluc","HI","duo",2,0.5,20,NA,"A1","DityCux",NA,NA,3,"D","T",NA,NA,NA,78,0.25,NA
"1762",341,"inc+fluc","HI","duo",2,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"D","T",NA,NA,NA,78,0.25,NA
"1763",342,"inc+fluc","HI","duo",3,0.5,20,NA,"A1","DityCux",NA,NA,3,"D","T",NA,NA,NA,78,0.25,NA
"1764",342,"inc+fluc","HI","duo",3,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"D","T",NA,NA,NA,78,0.25,NA
"1765",343,"inc+fluc","Low","duo",1,0.5,20,29,"A1","Guido",14,1,3,"G","R",NA,NA,NA,78,0.25,2184
"1766",343,"inc+fluc","Low","duo",1,0.5,10,29,"A2","Rhizo",14,4,3,"G","R",NA,NA,NA,78,1,2184
"1767",344,"inc+fluc","Low","duo",2,0.5,20,29,"A1","Guido",14,2,3,"G","R",NA,NA,NA,78,0.25,4368
"1768",344,"inc+fluc","Low","duo",2,0.5,10,29,"A2","Rhizo",14,7,3,"G","R",NA,NA,NA,78,1,3822
"1769",345,"inc+fluc","Low","duo",3,0.5,20,29,"A1","Guido",14,2,3,"G","R",NA,NA,NA,78,0.25,4368
"1770",345,"inc+fluc","Low","duo",3,0.5,10,29,"A2","Rhizo",14,2,3,"G","R",NA,NA,NA,78,1,1092
"1771",346,"inc+fluc","HI","duo",1,0.5,20,NA,"A1","Guido",NA,NA,3,"G","R",NA,NA,NA,78,0.25,NA
"1772",346,"inc+fluc","HI","duo",1,0.5,10,NA,"A2","Rhizo",NA,NA,3,"G","R",NA,NA,NA,78,1,NA
"1773",347,"inc+fluc","HI","duo",2,0.5,20,NA,"A1","Guido",NA,NA,3,"G","R",NA,NA,NA,78,0.25,NA
"1774",347,"inc+fluc","HI","duo",2,0.5,10,NA,"A2","Rhizo",NA,NA,3,"G","R",NA,NA,NA,78,1,NA
"1775",348,"inc+fluc","HI","duo",3,0.5,20,NA,"A1","Guido",NA,NA,3,"G","R",NA,NA,NA,78,0.25,NA
"1776",348,"inc+fluc","HI","duo",3,0.5,10,NA,"A2","Rhizo",NA,NA,3,"G","R",NA,NA,NA,78,1,NA
"1777",349,"inc+fluc","Low","duo",1,0.5,20,29,"A1","Guido",14,1,3,"G","T",NA,NA,NA,78,0.25,2184
"1778",349,"inc+fluc","Low","duo",1,0.5,20,29,"A2","ThalaCux",14,19,3,"G","T",NA,NA,NA,78,0.25,41496
"1779",350,"inc+fluc","Low","duo",2,0.5,20,29,"A1","Guido",14,1,3,"G","T",NA,NA,NA,78,0.25,2184
"1780",350,"inc+fluc","Low","duo",2,0.5,20,29,"A2","ThalaCux",14,23,3,"G","T",NA,NA,NA,78,0.25,50232
"1781",351,"inc+fluc","Low","duo",3,0.5,20,29,"A1","Guido",14,1,3,"G","T",NA,NA,NA,78,0.25,2184
"1782",351,"inc+fluc","Low","duo",3,0.5,20,29,"A2","ThalaCux",14,21,3,"G","T",NA,NA,NA,78,0.25,45864
"1783",352,"inc+fluc","HI","duo",1,0.5,20,NA,"A1","Guido",NA,NA,3,"G","T",NA,NA,NA,78,0.25,NA
"1784",352,"inc+fluc","HI","duo",1,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"G","T",NA,NA,NA,78,0.25,NA
"1785",353,"inc+fluc","HI","duo",2,0.5,20,NA,"A1","Guido",NA,NA,3,"G","T",NA,NA,NA,78,0.25,NA
"1786",353,"inc+fluc","HI","duo",2,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"G","T",NA,NA,NA,78,0.25,NA
"1787",354,"inc+fluc","HI","duo",3,0.5,20,NA,"A1","Guido",NA,NA,3,"G","T",NA,NA,NA,78,0.25,NA
"1788",354,"inc+fluc","HI","duo",3,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"G","T",NA,NA,NA,78,0.25,NA
"1789",355,"inc+fluc","Low","duo",1,0.5,10,29,"A1","Rhizo",14,15,3,"R","T",NA,NA,NA,78,1,8190
"1790",355,"inc+fluc","Low","duo",1,0.5,20,29,"A2","ThalaCux",14,13,3,"R","T",NA,NA,NA,78,0.25,28392
"1791",356,"inc+fluc","Low","duo",2,0.5,10,29,"A1","Rhizo",14,7,3,"R","T",NA,NA,NA,78,1,3822
"1792",356,"inc+fluc","Low","duo",2,0.5,20,29,"A2","ThalaCux",14,13,3,"R","T",NA,NA,NA,78,0.25,28392
"1793",357,"inc+fluc","Low","duo",3,0.5,10,29,"A1","Rhizo",14,5,3,"R","T",NA,NA,NA,78,1,2730
"1794",357,"inc+fluc","Low","duo",3,0.5,20,29,"A2","ThalaCux",14,20,3,"R","T",NA,NA,NA,78,0.25,43680
"1795",358,"inc+fluc","HI","duo",1,0.5,10,NA,"A1","Rhizo",NA,NA,3,"R","T",NA,NA,NA,78,1,NA
"1796",358,"inc+fluc","HI","duo",1,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"R","T",NA,NA,NA,78,0.25,NA
"1797",359,"inc+fluc","HI","duo",2,0.5,10,NA,"A1","Rhizo",NA,NA,3,"R","T",NA,NA,NA,78,1,NA
"1798",359,"inc+fluc","HI","duo",2,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"R","T",NA,NA,NA,78,0.25,NA
"1799",360,"inc+fluc","HI","duo",3,0.5,10,NA,"A1","Rhizo",NA,NA,3,"R","T",NA,NA,NA,78,1,NA
"1800",360,"inc+fluc","HI","duo",3,0.5,20,NA,"A2","ThalaCux",NA,NA,3,"R","T",NA,NA,NA,78,0.25,NA
"1801",361,"CS","Low","quattro",1,0.5,10,30,"A1","DityCux",14,12,3,"D","G","R","T",NA,78,1,6552
"1802",361,"CS","Low","quattro",1,0.5,20,30,"A2","Guido",14,2,3,"D","G","R","T",NA,78,0.25,4368
"1803",361,"CS","Low","quattro",1,0.5,10,30,"A3","Rhizo",14,1,3,"D","G","R","T",NA,78,1,546
"1804",361,"CS","Low","quattro",1,0.5,20,30,"A4","ThalaCux",14,5,3,"D","G","R","T",NA,78,0.25,10920
"1805",362,"CS","Low","quattro",2,0.5,10,30,"A1","DityCux",14,17,3,"D","G","R","T",NA,78,1,9282
"1806",362,"CS","Low","quattro",2,0.5,20,30,"A2","Guido",14,2,3,"D","G","R","T",NA,78,0.25,4368
"1807",362,"CS","Low","quattro",2,0.5,10,30,"A3","Rhizo",14,4,3,"D","G","R","T",NA,78,1,2184
"1808",362,"CS","Low","quattro",2,0.5,20,30,"A4","ThalaCux",14,3,3,"D","G","R","T",NA,78,0.25,6552
"1809",363,"CS","Low","quattro",3,0.5,10,30,"A1","DityCux",14,19,3,"D","G","R","T",NA,78,1,10374
"1810",363,"CS","Low","quattro",3,0.5,20,30,"A2","Guido",14,1,3,"D","G","R","T",NA,78,0.25,2184
"1811",363,"CS","Low","quattro",3,0.5,10,30,"A3","Rhizo",14,4,3,"D","G","R","T",NA,78,1,2184
"1812",363,"CS","Low","quattro",3,0.5,20,30,"A4","ThalaCux",14,12,3,"D","G","R","T",NA,78,0.25,26208
"1813",364,"CS","HI","quattro",1,0.5,10,NA,"A1","DityCux",NA,NA,3,"D","G","R","T",NA,78,1,NA
"1814",364,"CS","HI","quattro",1,0.5,20,NA,"A2","Guido",NA,NA,3,"D","G","R","T",NA,78,0.25,NA
"1815",364,"CS","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,3,"D","G","R","T",NA,78,1,NA
"1816",364,"CS","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"D","G","R","T",NA,78,0.25,NA
"1817",365,"CS","HI","quattro",2,0.5,10,NA,"A1","DityCux",NA,NA,3,"D","G","R","T",NA,78,1,NA
"1818",365,"CS","HI","quattro",2,0.5,20,NA,"A2","Guido",NA,NA,3,"D","G","R","T",NA,78,0.25,NA
"1819",365,"CS","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,3,"D","G","R","T",NA,78,1,NA
"1820",365,"CS","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"D","G","R","T",NA,78,0.25,NA
"1821",366,"CS","HI","quattro",3,0.5,10,NA,"A1","DityCux",NA,NA,3,"D","G","R","T",NA,78,1,NA
"1822",366,"CS","HI","quattro",3,0.5,20,NA,"A2","Guido",NA,NA,3,"D","G","R","T",NA,78,0.25,NA
"1823",366,"CS","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,3,"D","G","R","T",NA,78,1,NA
"1824",366,"CS","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"D","G","R","T",NA,78,0.25,NA
"1825",367,"CS","Low","quattro",1,0.5,40,30,"A1","Asterio",14,19,3,"A","G","R","T",NA,78,0.0625,165984
"1826",367,"CS","Low","quattro",1,0.5,20,30,"A2","Guido",14,1,3,"A","G","R","T",NA,78,0.25,2184
"1827",367,"CS","Low","quattro",1,0.5,10,30,"A3","Rhizo",14,4,3,"A","G","R","T",NA,78,1,2184
"1828",367,"CS","Low","quattro",1,0.5,20,30,"A4","ThalaCux",14,13,3,"A","G","R","T",NA,78,0.25,28392
"1829",368,"CS","Low","quattro",2,0.5,40,30,"A1","Asterio",14,62,3,"A","G","R","T",NA,78,0.0625,541632
"1830",368,"CS","Low","quattro",2,0.5,20,30,"A2","Guido",14,1,3,"A","G","R","T",NA,78,0.25,2184
"1831",368,"CS","Low","quattro",2,0.5,10,30,"A3","Rhizo",14,4,3,"A","G","R","T",NA,78,1,2184
"1832",368,"CS","Low","quattro",2,0.5,20,30,"A4","ThalaCux",14,14,3,"A","G","R","T",NA,78,0.25,30576
"1833",369,"CS","Low","quattro",3,0.5,40,30,"A1","Asterio",14,118,3,"A","G","R","T",NA,78,0.0625,1030848
"1834",369,"CS","Low","quattro",3,0.5,20,30,"A2","Guido",14,2,3,"A","G","R","T",NA,78,0.25,4368
"1835",369,"CS","Low","quattro",3,0.5,10,30,"A3","Rhizo",14,9,3,"A","G","R","T",NA,78,1,4914
"1836",369,"CS","Low","quattro",3,0.5,20,30,"A4","ThalaCux",14,30,3,"A","G","R","T",NA,78,0.25,65520
"1837",370,"CS","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","G","R","T",NA,78,0.0625,NA
"1838",370,"CS","HI","quattro",1,0.5,20,NA,"A2","Guido",NA,NA,3,"A","G","R","T",NA,78,0.25,NA
"1839",370,"CS","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,3,"A","G","R","T",NA,78,1,NA
"1840",370,"CS","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","G","R","T",NA,78,0.25,NA
"1841",371,"CS","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","G","R","T",NA,78,0.0625,NA
"1842",371,"CS","HI","quattro",2,0.5,20,NA,"A2","Guido",NA,NA,3,"A","G","R","T",NA,78,0.25,NA
"1843",371,"CS","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,3,"A","G","R","T",NA,78,1,NA
"1844",371,"CS","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","G","R","T",NA,78,0.25,NA
"1845",372,"CS","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","G","R","T",NA,78,0.0625,NA
"1846",372,"CS","HI","quattro",3,0.5,20,NA,"A2","Guido",NA,NA,3,"A","G","R","T",NA,78,0.25,NA
"1847",372,"CS","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,3,"A","G","R","T",NA,78,1,NA
"1848",372,"CS","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","G","R","T",NA,78,0.25,NA
"1849",373,"CS","Low","quattro",1,0.5,40,30,"A1","Asterio",6,34,3,"A","D","R","T",NA,78,0.0625,127296
"1850",373,"CS","Low","quattro",1,0.5,10,30,"A2","DityCux",14,19,3,"A","D","R","T",NA,78,1,10374
"1851",373,"CS","Low","quattro",1,0.5,10,30,"A3","Rhizo",14,3,3,"A","D","R","T",NA,78,1,1638
"1852",373,"CS","Low","quattro",1,0.5,20,30,"A4","ThalaCux",14,3,3,"A","D","R","T",NA,78,0.25,6552
"1853",374,"CS","Low","quattro",2,0.5,40,30,"A1","Asterio",5,30,3,"A","D","R","T",NA,78,0.0625,93600
"1854",374,"CS","Low","quattro",2,0.5,10,30,"A2","DityCux",14,18,3,"A","D","R","T",NA,78,1,9828
"1855",374,"CS","Low","quattro",2,0.5,10,30,"A3","Rhizo",14,1,3,"A","D","R","T",NA,78,1,546
"1856",374,"CS","Low","quattro",2,0.5,20,30,"A4","ThalaCux",14,26,3,"A","D","R","T",NA,78,0.25,56784
"1857",375,"CS","Low","quattro",3,0.5,40,30,"A1","Asterio",5,6,3,"A","D","R","T",NA,78,0.0625,18720
"1858",375,"CS","Low","quattro",3,0.5,10,30,"A2","DityCux",14,24,3,"A","D","R","T",NA,78,1,13104
"1859",375,"CS","Low","quattro",3,0.5,10,30,"A3","Rhizo",14,3,3,"A","D","R","T",NA,78,1,1638
"1860",375,"CS","Low","quattro",3,0.5,20,30,"A4","ThalaCux",14,32,3,"A","D","R","T",NA,78,0.25,69888
"1861",376,"CS","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","D","R","T",NA,78,0.0625,NA
"1862",376,"CS","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,3,"A","D","R","T",NA,78,1,NA
"1863",376,"CS","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,3,"A","D","R","T",NA,78,1,NA
"1864",376,"CS","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","D","R","T",NA,78,0.25,NA
"1865",377,"CS","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","D","R","T",NA,78,0.0625,NA
"1866",377,"CS","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,3,"A","D","R","T",NA,78,1,NA
"1867",377,"CS","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,3,"A","D","R","T",NA,78,1,NA
"1868",377,"CS","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","D","R","T",NA,78,0.25,NA
"1869",378,"CS","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","D","R","T",NA,78,0.0625,NA
"1870",378,"CS","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,3,"A","D","R","T",NA,78,1,NA
"1871",378,"CS","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,3,"A","D","R","T",NA,78,1,NA
"1872",378,"CS","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","D","R","T",NA,78,0.25,NA
"1873",379,"CS","Low","quattro",1,0.5,40,30,"A1","Asterio",14,88,3,"A","D","G","T",NA,78,0.0625,768768
"1874",379,"CS","Low","quattro",1,0.5,10,30,"A2","DityCux",14,16,3,"A","D","G","T",NA,78,1,8736
"1875",379,"CS","Low","quattro",1,0.5,20,30,"A3","Guido",14,2,3,"A","D","G","T",NA,78,0.25,4368
"1876",379,"CS","Low","quattro",1,0.5,20,30,"A4","ThalaCux",14,13,3,"A","D","G","T",NA,78,0.25,28392
"1877",380,"CS","Low","quattro",2,0.5,40,30,"A1","Asterio",14,17,3,"A","D","G","T",NA,78,0.0625,148512
"1878",380,"CS","Low","quattro",2,0.5,10,30,"A2","DityCux",14,13,3,"A","D","G","T",NA,78,1,7098
"1879",380,"CS","Low","quattro",2,0.5,20,30,"A3","Guido",14,2,3,"A","D","G","T",NA,78,0.25,4368
"1880",380,"CS","Low","quattro",2,0.5,20,30,"A4","ThalaCux",14,14,3,"A","D","G","T",NA,78,0.25,30576
"1881",381,"CS","Low","quattro",3,0.5,40,30,"A1","Asterio",14,40,3,"A","D","G","T",NA,78,0.0625,349440
"1882",381,"CS","Low","quattro",3,0.5,10,30,"A2","DityCux",14,25,3,"A","D","G","T",NA,78,1,13650
"1883",381,"CS","Low","quattro",3,0.5,20,30,"A3","Guido",14,2,3,"A","D","G","T",NA,78,0.25,4368
"1884",381,"CS","Low","quattro",3,0.5,20,30,"A4","ThalaCux",14,18,3,"A","D","G","T",NA,78,0.25,39312
"1885",382,"CS","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","D","G","T",NA,78,0.0625,NA
"1886",382,"CS","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,3,"A","D","G","T",NA,78,1,NA
"1887",382,"CS","HI","quattro",1,0.5,20,NA,"A3","Guido",NA,NA,3,"A","D","G","T",NA,78,0.25,NA
"1888",382,"CS","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","D","G","T",NA,78,0.25,NA
"1889",383,"CS","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","D","G","T",NA,78,0.0625,NA
"1890",383,"CS","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,3,"A","D","G","T",NA,78,1,NA
"1891",383,"CS","HI","quattro",2,0.5,20,NA,"A3","Guido",NA,NA,3,"A","D","G","T",NA,78,0.25,NA
"1892",383,"CS","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","D","G","T",NA,78,0.25,NA
"1893",384,"CS","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","D","G","T",NA,78,0.0625,NA
"1894",384,"CS","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,3,"A","D","G","T",NA,78,1,NA
"1895",384,"CS","HI","quattro",3,0.5,20,NA,"A3","Guido",NA,NA,3,"A","D","G","T",NA,78,0.25,NA
"1896",384,"CS","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,3,"A","D","G","T",NA,78,0.25,NA
"1897",385,"CS","Low","quattro",1,0.5,40,30,"A1","Asterio",14,55,3,"A","D","G","R",NA,78,0.0625,480480
"1898",385,"CS","Low","quattro",1,0.5,10,30,"A2","DityCux",14,23,3,"A","D","G","R",NA,78,1,12558
"1899",385,"CS","Low","quattro",1,0.5,20,30,"A3","Guido",14,1,3,"A","D","G","R",NA,78,0.25,2184
"1900",385,"CS","Low","quattro",1,0.5,10,30,"A4","Rhizo",14,3,3,"A","D","G","R",NA,78,1,1638
"1901",386,"CS","Low","quattro",2,0.5,40,30,"A1","Asterio",14,50,3,"A","D","G","R",NA,78,0.0625,436800
"1902",386,"CS","Low","quattro",2,0.5,10,30,"A2","DityCux",14,17,3,"A","D","G","R",NA,78,1,9282
"1903",386,"CS","Low","quattro",2,0.5,20,30,"A3","Guido",14,3,3,"A","D","G","R",NA,78,0.25,6552
"1904",386,"CS","Low","quattro",2,0.5,10,30,"A4","Rhizo",14,5,3,"A","D","G","R",NA,78,1,2730
"1905",387,"CS","Low","quattro",3,0.5,40,30,"A1","Asterio",14,28,3,"A","D","G","R",NA,78,0.0625,244608
"1906",387,"CS","Low","quattro",3,0.5,10,30,"A2","DityCux",14,33,3,"A","D","G","R",NA,78,1,18018
"1907",387,"CS","Low","quattro",3,0.5,20,30,"A3","Guido",14,1,3,"A","D","G","R",NA,78,0.25,2184
"1908",387,"CS","Low","quattro",3,0.5,10,30,"A4","Rhizo",14,5,3,"A","D","G","R",NA,78,1,2730
"1909",388,"CS","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,3,"A","D","G","R",NA,78,0.0625,NA
